,ACONDICIONAMIENTOVEHICULOS,ACONDICIONAMIENTOVIAJEROS,BARRIO,CALIFICADORPORTAL,CARRETERA,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,CODIGOENTIDAD,CODIGOESTACION,CODIGOINTERCAMBIADOR,CODIGOMUNICIPIO,CODIGONUCLEO,CODIGOPOSTAL,CODIGOPROVINCIA,CODIGOVIA,CORONA123,CORONATARIFARIA,CORREDOR,DENOMINACION,DENOMINACIONABREVIADA,DENOMINACION_SAE,DISTRITO,ENCUESTAAFOROS,ENCUESTADOMICILIARIA,FECHAACTUAL,FECHAALTA,FECHAFIN,FECHAINICIO,GRADOACCESIBILIDAD,HOJA25000,IDESTACION,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LATITUD,LONGITUD,MODO,MODOINTERCAMBIADOR,NOMBREVIA,NUMEROPORTAL,OBJECTID,OBSERVACIONES,PARTICULA,SECCIONCENSAL,SECTOR,SECTORURBANO,SITUACION,SITUACIONCALLE,TESELA,TIPO,TIPONUMERO,TIPOVIA,X,Y,ZONATRANSPORTE
160,3,2,,,,216,1208,09201,216,231,092,0920101,28934,28,A0325,3,B2,5,HOSPITAL DE MOSTOLES,,,04,,802,20150709,20030120,,20030101,T,581-2,4_216,,,40.316524281645606,-3.874712477719213,4,92.0,Río Sella,10,161,1208,del,025,,0920101057,I,,T092569,U,N,Calle,425790,4463464,092-024
161,3,2,,,,224,1218,06503,224,177,065,0650301,28905,28,A0074,3,B1,4,CONSERVATORIO,,,03,,731,20150709,20030120,,20030101,T,582-1,4_224,,,40.29324384631658,-3.7457610404433783,4,93.0,Arcas del Agua,5,162,1218,de las,026,,0650301004,I,,T0651135,U,N,Avda,436724,4460780,065-027
162,3,2,,,,218,1210,05805,218,260,058,0580501,28942,28,A0015,3,B2,4,LORANCA,,,09,,678,20150709,20030120,,20030101,T,582-1,4_218,,,40.29681266405529,-3.837683457120192,4,93.0,Alegría,4,163,Con Calle de la Pintura,de la,005,,0580501001,I,,T058165,U,N,Calle,428915,4461245,058-003
163,3,2,,,,219,1212,05801,219,230,058,0580102,28942,28,A0319,3,B2,4,HOSPITAL DE FUENLABRADA,,,07,,689,20150709,20030120,,20030101,T,582-1,4_219,,,40.28575548587764,-3.816416808685618,4,92.0,Molino,3,164,1212,del,007,,0580102039,I,,T058439,U,N,Cmno,430711,4460001,058-014
164,3,2,,,,220,1213,05801,220,292,058,0580102,28943,28,A0179,3,B2,4,PARQUE EUROPA,,,07,,691,20150709,20030120,,20030101,T,582-1,4_220,,,40.28517569649551,-3.8063229922835395,4,93.0,Francia,34,165,1213,de,009,,0580102015,I,,T058510,U,N,Calle,431569,4459929,058-016
165,3,2,072,,,41,0214,07901,41,163,079,0790101,28015,28,00886,1,A,6,CANAL,,,07,,132,20150709,19990405,,19930701,T,559-1,4_41,,,40.43841299799997,-3.704334573354305,4,93.0,Bravo Murillo,40,166,0214,de,026,,0790101300,I,,T0796585,U,N,Calle,440374,4476864,079-07-132
166,3,2,073,,,40,0213,07901,40,309,079,0790101,28015,28,05041,1,A,6,QUEVEDO,,,07,,138,20150709,19990405,,19930701,N,559-1,4_40,,,40.433217315157556,-3.704332861250257,4,93.0,Quevedo,1,167,0213,de,055,,0790101298,I,,T0797174,U,N,Gta,440369,4476288,079-07-138
167,3,2,,,,223,1217,06503,223,142,065,0650301,28905,28,A0420,3,B1,4,ARROYO CULEBRO,,,03,,731,20150709,20030120,,20030101,T,582-1,4_223,,,40.28874176914942,-3.7568233566673848,4,93.0,Juan José Rosón,1,168,1217,de,032,,0650301041,I,,T0651262,U,N,Paseo,435780,4460288,065-027
168,3,2,,,,225,1219,06503,225,132,065,0650301,28904,28,A0354,3,B1,4,ALONSO DE MENDOZA,,,03,,726,20150709,20030120,,20030101,T,582-1,4_225,,,40.300813961926536,-3.7366369717124623,4,93.0,Greco,6,169,1219,del,001,,0650301017,I,,T065978,U,N,Calle,437507,4461613,065-022
169,3,2,,,,229,1223,06503,229,261,065,0650301,28903,28,A0634,3,B1,4,LOS ESPARTALES,,,02,,707,20150709,20030120,,20030101,T,582-1,4_229,,,40.32422701493734,-3.7181978645243983,4,93.0,Rigoberta Menchú,3,170,1223, ,019,,0650301047,I,,T065112,U,N,Avda,439095,4464199,065-003
170,3,2,135,,,23,0123,07901,23,137,079,0790101,28038,28,05687,2,A,3,ALTO DEL ARENAL,,,13,,346,20150709,19990405,,19930701,T,559-4,4_23,,,40.38977101214874,-3.6452165490428263,4,93.0,Santillana del Mar,21,171,0123,de,145,,0790101734,I,,T07912438,U,N,Calle,445348,4471427,079-13-346
171,3,2,,A,,232,1226,07402,232,242,074,0740201,28915,28,A0370,3,B1,4,JULIAN BESTEIRO,,,04,,756,20150709,20030120,,20030101,T,solape,4_232,,,40.33474910783056,-3.7526589509919104,4,93.0,Rey Juan Carlos I,23,172,1226, ,015,,0740201021,I,,T074615,U,N,Avda,436177,4465391,074-017
172,3,2,025,,,44,0302,07901,44,181,079,0790101,28045,28,01675,1,A,4,DELICIAS,,,02,,39,20150709,19990405,,19930701,T,559-3,4_44,,,40.39990477855439,-3.694199616036338,4,92.0,Delicias,60,173,0302,de las,061,,0790101622,I,,T07911125,U,N,Paseo,441200,4472583,079-02-039
173,3,2,,,,236,1230,07402,236,338,074,0740201,28918,28,A0246,3,B1,4,SAN NICASIO,,,03,,747,20150709,20030120,,20030101,T,559-3,4_236,,,40.33616314789595,-3.775873625300736,4,93.0,Mar Mediterráneo,SN,174,1230, ,018,,0740201022,I,,T074496,U,SN,Avda,434207,4465565,074-008
174,3,2,134,A,,24,0124,07901,24,274,079,0790101,28038,28,11256,2,A,3,MIGUEL HERNANDEZ,,,13,,348,20150709,19990405,,19930701,T,559-4,4_24,,,40.38731574705667,-3.6395099006306384,4,93.0,León Felipe,4,175,0124,de,199,,0790101738,I,,T07912642,U,N,Calle,445831,4471151,079-13-348
175,3,2,116,,,254,1104,07901,254,334,079,0790101,28054,28,04863,2,A,4,SAN FRANCISCO,,,11,,307,20150709,20061213,,20061101,T,559-3,4_254,,,40.37359884105576,-3.739102929190019,4,93.0,Poblados,102,176,SAN FRANCISCO Linea 11,de los,156,,0790101985,I,,T07914496,U,N,Avda,437365,4469694,079-11-307
176,3,2,107,,,257,1018,07901,257,150,079,0790101,28024,28,02110,2,A,5,AVIACION ESPAÑOLA,,,10,,240,20150709,20061221,,20061222,T,559-3,4_257,,,40.38363943761124,-3.7839229464393767,4,93.0,Extremadura,463,177,AVIACION ESPAÑOLA Linea 10,de,161,,0790101524,I,,T07913223,U,N,Paseo,433570,4470841,079-10-240
177,3,2,164,,,258,0803,07901,258,298,079,0790101,28043,28,11656,2,A,1,PINAR DEL REY,,,16,,449,20150709,20070117,,20070115,T,559-2,4_258,,,40.46800136207379,-3.6486683605201167,4,93.0,Gran Vía de Hortaleza,47,178,PINAR DEL REY Linea 8,de la,045,,0790101172,I,,T0793052,U,N,Avda,445119,4480112,079-16-449
178,3,2,151,,,260,0251,07901,260,244,079,0790101,28017,28,03858,2,A,1,LA ELIPA,,,15,,426,20150709,20070215,,20070101,T,559-2,4_260,,,40.426617234977186,-3.6505189139028626,4,93.0,Marqués de Corbera,58,179,LA ELIPA Linea 2,del,015,,0790101458,I,,T0798184,U,N,Avda,444928,4475520,079-15-426
179,3,2,205,,,286,0751,07901,286,210,079,0790199,28022,28,10964,2,A,2,ESTADIO OLIMPICO,,,20,,555,20150709,20070507,,20070101,T,559-2,4_286,,,40.43339348409986,-3.6001536542125243,4,93.0,Arcentales,28,180,ESTADIO OLIMPICO Linea 7,de,067,,0790199999,I,,T0795745,U,N,Avda,449206,4476242,079-20-555
180,3,2,,,,184,0926,12307,184,319,123,1230701,28529,28,01508,3,B2,3,RIVAS VACIAMADRID,,,01,,918,20150709,19990702,,19990407,T,,4_184,,,40.32837092189286,-3.5205975209537232,4,93.0,Areneros,6,181,0926, ,001,,1230701001,S,,T1231,U,N,Calle,455885,4464542,123-006
181,3,2,135,,,22,0122,07901,22,50,079,0790101,28038,28,00130,2,A,3,BUENOS AIRES,,,13,,345,20150709,19990405,,19930701,N,559-4,4_22,,,40.39156287721576,-3.6539061229836958,4,93.0,Albufera,179,182,0122,de la,198,,0790101732,I,,T07911982,U,N,Avda,444612,4471631,079-13-345
182,3,2,141,,,178,0918,07901,178,52,079,0790101,28030,28,04590,2,A,3,PAVONES,,,14,,394,20150709,19990405,,19930701,N,559-4,4_178,,,40.40051154957267,-3.635122556293407,4,91.0,Hacienda de Pavones,342,183,0918,de la,003,4,0790101696,I,,T07911071,U,N,Calle,446214,4472613,079-14-394
183,3,2,171,,,273,0357,07901,273,82,079,0790101,28021,28,45300,2,A,4,VILLAVERDE ALTO,,,17,,484,20150709,20070420,,20070101,T,559-3,4_273,,,40.34122865689154,-3.7119902708686725,4,91.0,Valle de Tobalina,56,184,VILLAVERDE ALTO Linea 3,del,106,3,0790101855,I,,T07916147,U,N,Calle,439638,4466082,079-17-484
184,3,2,044,,,28,0201,07901,28,367,079,0790101,28028,28,00132,1,A,1,VENTAS,,,04,,73,20150709,19990405,,19930701,N,559-2,4_28,,,40.430884498813434,-3.6636588664575465,4,93.0,Alcalá,204,185,0201,de,071,,0790101391,I,,T0797177,U,N,Calle,443817,4476002,079-04-073
185,3,2,,,,217,1209,09201,217,266,092,0920101,28938,28,99999,3,B2,5,MANUELA MALASAÑA,,,04,,808,20150709,20030120,,20030101,T,,4_217,,,40.30903005583646,-3.8640211972261507,4,93.0,Sol de 9001,SN,186,"PAU-4 FR-349 Infraestruct

Mostoles (Madrid)", ,001,,0920101001,I,,T092403,U,SN,Plaza,426690,4462623,092-030
186,3,2,064,,,1,0101,07901,1,21,079,0790101,28046,28,01213,1,A,1,PLAZA DE CASTILLA,,,06,,109,20150709,19990405,,19930701,N,559-1,4_1,,,40.46689603731065,-3.689169587035836,4,90.0,Castellana,189,187,0101,de la,076,1,0790101119,I,,T0793027,U,N,Paseo,441684,4480016,079-06-109
187,3,2,056,,,1,0904,07901,164,21,079,0790101,28046,28,01213,1,A,1,PLAZA DE CASTILLA,,,05,,85,20150709,19990405,,19930701,N,559-1,4_164,,,40.46689629239304,-3.6891266532024405,4,90.0,Castellana,189,188,0101,de la,088,1,0790101119,I,,T0793028,U,N,Paseo,441688,4480016,079-05-085
188,3,2,174,,,271,0355,07901,271,38,079,0790101,28021,28,00345,2,A,4,VILLAVERDE BAJO CRUCE,,,17,,481,20150709,20070420,,20070101,T,559-3,4_271,,,40.35089476396152,-3.6926489418134363,4,91.0,Andalucía,38,189,VILLAVERDE BAJO CRUCE Linea 3,de,066,3,0790101839,I,,T07915790,U,N,Avda,441289,4467142,079-17-481
189,3,2,056,,,261,1003,07901,189,25,079,0790101,28036,28,00073,1,A,1,CHAMARTIN,,,05,,86,20150709,19990405,,19980101,T,559-2,4_189,,,40.472103124612666,-3.6825908805499754,4,90.0,Agustín de Foxá,40,190,,de,094,1,0790101150,I,,T0791996,U,N,Calle,442247,4480589,079-05-086
190,3,2,085,,,188,1002,07901,188,28,079,0790101,28046,28,01213,2,A,7,BEGOÑA,,,08,,195,20150709,19990405,,19980101,N,559-2,4_188,,,40.48041293210537,-3.6858496955790008,4,92.0,Castellana,261,191,,de la,103,1,0790101090,I,,T0791468,U,N,Paseo,441978,4481514,079-08-195
191,3,2,,,,280,1057,00601,280,268,006,0060101,28100,28,A0199,3,B1,1,MARQUES DE LA VALDAVIA,,,01,,594,20150709,20070424,,20070101,T,534-4,4_280,,,40.54102356213352,-3.637384941176687,4,93.0,Marqués de la Valdavia,21,192,MARQUES DE LA VALDAVIA Linea 10,del,018,,0060101005,I,,T006269,U,BLQ,Calle,446134,4488211,006-009
192,3,2,,,,282,1059,13405,282,159,134,1340501,,28,00893,3,B1,1,BAUNATAL,,,01,,627,20150709,20070424,,20070101,T,534-4,4_282,,,40.55442320714419,-3.6351260237120413,4,93.0,Lomas del Rey,2,193,BAUNATAL Linea 10,de las,034,,1340501008,I,,T134389,U,N,Avda,446336,4489697,134-010
193,3,2,087,,,326,0951,07901,326,275,079,0790101,28035,28,11964,1,A,7,MIRASIERRA,,,08,,159,20150709,20110329,,20110328,T,559-1,4_326,,,40.491097784867534,-3.7163444822992076,4,93.0,Ventisquero de la Condesa,28,194,,del,155,,,I,,T079962,U,N,Avda,439402,4482720,079-08-159
194,3,2,036,,,114,0914,07901,174,324,079,0790101,28007,28,01736,1,A,3,SAINZ DE BARANDA,,,03,,56,20150709,19990405,,19930701,N,559-4,4_174,,,40.4150284968071,-3.6695137437026353,4,93.0,Doctor Esquerdo,103,195,0612,del,081,,0790101681,I,,T0799211,U,N,Calle,443307,4474246,079-03-056
195,3,2,036,,,114,0612,07901,114,324,079,0790101,28007,28,01736,1,A,3,SAINZ DE BARANDA,,,03,,56,20150709,19990405,,19930701,N,559-4,4_114,,,40.41506853886662,-3.669514139418049,4,93.0,Doctor Esquerdo,103,196,0612,del,081,,0790101681,I,,T0799211,U,N,Calle,443307,4474250,079-03-056
196,3,2,152,,,136,0705,07901,136,146,079,0790101,28017,28,00621,2,A,1,ASCAO,,,15,,420,20150709,19990405,,19930701,N,559-2,4_136,,,40.4302055301581,-3.64105571498423,4,93.0,Ascao,29,197,0705,de,050,,0790101452,I,,T0797470,U,N,Calle,445734,4475912,079-15-420
197,3,2,022,,,93,0520,07901,93,85,079,0790101,28005,28,11748,1,A,4,PIRAMIDES,,,02,,27,20150709,19990405,,19930701,T,559-3,4_93,,,40.40259816545889,-3.7113771228123165,4,92.0,Doctor Vallejo Nágera,37,198,0520,del,087,1,0790101569,I,,T07910733,U,N,Paseo,439744,4472894,079-02-027
198,3,2,,,,235,1229,07402,235,88,074,0740201,28913,28,A0521,3,B1,4,LEGANES CENTRAL,,,01,,751,20150709,20030120,,20030101,T,582-1,4_235,,,40.32898523094555,-3.771536996688428,4,92.0,Virgen del Camino,1,199,1229,,020,7,0740201013,I,,T0741000,U,N,Calle,434568,4464765,074-012
199,3,2,,,,211,1203,00701,211,89,007,0070101,28922,28,A0045,3,B1,5,ALCORCON CENTRAL,,,01,,657,20150709,20030120,,20030101,T,559-3,4_211,,,40.350084340279416,-3.8317786206319795,4,92.0,Móstoles,12,200,1203,de,002,7,0070101028,I,,T007295,U,N,Avda,429473,4467154,007-014
200,3,2,,,,228,1222,06503,228,93,065,0650301,28903,28,A0161,3,B1,4,EL CASAR,,,02,,709,20150709,20030120,,20030101,T,582-1,4_228,,,40.31862315788545,-3.7098540423000594,4,92.0,Casar,2,201,1222,del,020,7,0650301045,I,,T065211,U,N,Avda,439799,4463572,065-005
201,3,2,042,,,30,0408,07901,61,61,079,0790101,28001,28,02608,1,A,1,GOYA,,,04,,75,20150709,19990405,,19930701,T,559-2,4_61,,,40.424805404817974,-3.6768461429074466,4,91.0,Goya,68,202,0203,de,019,1,0790101468,I,,T0798430,U,N,Calle,442693,4475336,079-04-075
202,3,2,042,,,31,0912,07901,172,301,079,0790101,28001,28,02511,1,A,1,PRINCIPE DE VERGARA,,,04,,75,20150709,19990405,,19930701,N,559-2,4_172,,,40.42417595482102,-3.6802398689995695,4,93.0,Príncipe de Vergara,12,203,0204,del,015,,0790101468,I,,T0798453,U,N,Calle,442405,4475268,079-04-075
203,3,2,074,,,142,1008,07901,194,223,079,0790101,28010,28,04049,1,A,6,GREGORIO MARAÑON,,,07,,135,20150709,19990405,,19980101,T,559-1,4_194,,,40.43753407332082,-3.691267602842976,4,92.0,Miguel Ángel,29,204,0711,de,093,,0790101293,I,,T0796658,U,N,Calle,441481,4476758,079-07-135
204,3,2,025,A,,259,0608,07901,259,143,079,0790101,28045,28,00895,1,A,4,ARGANZUELA-PLANETARIO,,,02,,40,20150709,20070129,,20070126,T,559-3,4_259,,,40.39310270492071,-3.688640347447094,4,93.0,Bronce,1,205,ARGANZUELA-PLANETARIO Linea 6,del,052,,0790101618,S,,T07911957,U,N,Calle,441666,4471824,079-02-040
205,3,2,116,,,255,1105,07901,255,161,079,0790101,28054,28,02496,2,A,4,CARABANCHEL ALTO,,,11,,306,20150709,20061213,,20061101,T,559-3,4_255,,,40.3720024216854,-3.751906344267269,4,93.0,Carabanchel Alto,40,206,CARABANCHEL ALTO Linea 11,de,139,,0790101807,I,,T07914816,U,N,Avda,436276,4469526,079-11-306
206,3,2,204,,,324,0254,07901,324,148,079,0790101,28032,28,10627,1,A,2,AVENIDA DE GUADALAJARA,,,20,,571,20150709,20110318,,20110316,T,559-2,4_324,,,40.42239358382272,-3.6120646096811457,4,93.0,Guadalajara,110,207,,de,109,,0790101488,I,,T0798699,U,N,Avda,448187,4475028,079-20-571
207,3,2,205,,,325,0255,07901,325,256,079,0790101,28022,28,45387,1,A,2,LAS ROSAS,,,20,,572,20150709,20110318,,20110316,T,559-2,4_325,,,40.42374843104424,-3.6033055955674373,4,93.0,Ginebra,35,208,,de,106,,0790101956,I,,T0798496,U,N,Paseo,448931,4475173,079-20-572
208,3,2,116,,,256,1106,07901,256,250,079,0790101,28054,28,C0333,2,A,4,LA PESETA,,,11,,305,20150709,20061213,,20061101,T,559-3,4_256,,,40.36422401181158,-3.756902710588123,4,93.0,Salvador Allende,3,209,LA PESETA Linea 11,de,155,,0790101983,I,,T07915170,U,N,Calle,435845,4468666,079-11-305
209,3,2,103,,,130,0628,07901,130,262,079,0790101,28011,28,02777,2,A,5,LUCERO,,,10,,262,20150709,19990405,,19930701,T,559-3,4_130,,,40.405099650652225,-3.745336959451509,4,93.0,Higueras,47,210,0628,de las,055,,0790101532,I,,T07910384,U,N,Calle,436865,4473195,079-10-262
210,3,2,083,,,152,0721,07901,152,253,079,0790101,28035,28,11977,2,A,7,LACOMA,,,08,,172,20150709,19990430,,19930701,T,559-1,4_152,,,40.485015026073626,-3.723045541550223,4,93.0,Riscos de Polanco,3,211,0721,de,142,,0790101901,I,,T0791283,U,N,Calle,438829,4482050,079-08-172
211,3,2,083,,,151,0720,07901,151,147,079,0790101,28035,28,09633,2,A,7,AVDA. DE LA ILUSTRACION,,,08,,175,20150709,19990430,,19930701,T,559-1,4_151,,,40.48010261154569,-3.7183982522186554,4,93.0,Islas Cíes,23,212,0720,de las,026,,0790101073,I,,T0791548,U,N,Calle,439218,4481501,079-08-175
212,3,2,094,,,148,0717,07901,148,365,079,0790101,28039,28,08822,2,A,6,VALDEZARZA,,,09,,210,20150709,19990429,,19930701,T,559-1,4_148,,,40.46482353283605,-3.715972126851418,4,93.0,San Restituto,70,213,0717,de,060,,0790101112,I,,T0793398,U,N,Calle,439410,4479804,079-09-210
213,3,2,054,,,156,0802,07901,156,77,079,0790101,28016,28,02511,1,A,1,COLOMBIA,,,05,,94,20150709,20020730,,20020101,T,559-2,4_156,,,40.456339068325185,-3.6768242867748153,4,92.0,Príncipe de Vergara,258,214,0802,del,098,,0790101336,I,,T0794392,U,N,Calle,442722,4478836,079-05-094
214,3,2,045,,,63,0509,07901,82,66,079,0790101,28006,28,03219,1,A,1,DIEGO DE LEON,,,04,,72,20150709,19990405,,19930701,N,559-2,4_82,,,40.43235319427283,-3.674261712530584,4,92.0,Juan Bravo,58,215,0410,de,102,1,0790101387,I,,T0797320,U,N,Calle,442919,4476172,079-04-072
215,3,2,091,,,53,0311,07901,53,14,079,0790101,28008,28,03934,2,A,6,MONCLOA,,,09,,226,20150709,19990405,,19930701,T,559-1,4_53,,,40.43502351519558,-3.719450619240696,4,90.0,Moncloa,1,216,0311,de la,010,5,0790101308,I,,T0796694,U,N,Plaza,439089,4476498,079-09-226
216,3,2,165,,,265,0422,07901,265,264,079,0790101,28033,28,00688,2,A,1,MANOTERAS,,,16,,442,20150709,20070410,,20070101,T,559-2,4_265,,,40.476874226693596,-3.6628954758911214,4,93.0,Bacares,24,217,MANOTERAS Linea 4,de,085,,0790101159,I,,T0791763,U,N,Calle,443920,4481106,079-16-442
217,3,2,181,,,27,0127,07901,27,176,079,0790101,28031,28,01480,2,A,3,CONGOSTO,,,18,,502,20150709,19990429,,19930701,T,559-4,4_27,,,40.37238237036666,-3.6188413501245416,4,93.0,Congosto,48,218,0127,del,021,,0790101783,I,,T07914629,U,N,Calle,447573,4469481,079-18-502
218,3,2,214,,,160,0807,07901,160,37,079,0790101,28042,28,02803,1,A,2,BARAJAS,,,21,,575,20150709,20020215,,19980101,T,559-2,4_160,,,40.475774163830884,-3.5825279097963674,4,92.0,Viejo de Hortaleza,10,219,0807,,028,4,0790101230,I,,T0791777,U,N,Cmno,450732,4480936,079-21-575
219,3,2,032,,,18,0610,07901,112,53,079,0790101,28007,28,00344,1,A,3,PACIFICO,,,03,,64,20150709,19990405,,19930701,N,559-4,4_112,,,40.402071738555954,-3.6738560384118877,4,92.0,Andalucía,2,220,0118,de,099,1,0790101712,I,,T07910981,U,N,Calle,442928,4472810,079-03-064
220,3,2,,,,234,1228,07402,234,234,074,0740201,28914,28,99999,3,B1,4,HOSPITAL SEVERO OCHOA,,,01,,770,20150709,20030120,,20030101,T,,4_234,,,40.32177027008829,-3.7679730473046176,4,92.0,Orellana,3,221,1228, ,001,,0740201001,I,,T0741187,U,N,Avda,434864,4463962,074-031
221,3,2,,,,205,1201,00701,209,307,007,,28924,28,02418,3,B1,5,PUERTA DEL SUR,,,02,,654,20150709,20030120,,20030101,T,,4_209,,,40.34543086550063,-3.8124891797456804,4,92.0,Leganés,52,222,1021,de,001,,,I,,,U,N,Avda,431106,4466622,007-011
222,3,2,,,,283,1060,13405,283,315,134,1340501,28701,28,00285,3,B1,1,REYES CATOLICOS,,,01,,629,20150709,20070424,,20070101,T,534-4,4_283,,,40.55037483366552,-3.6233994104420226,4,93.0,Plaza de Toros,7,223,REYES CATOLICOS Linea 10,de la,004,,1340501001,I,,T134449,U,N,Avda,447326,4489241,134-012
223,3,2,,,,281,1058,00601,281,265,006,0060101,28100,28,A0192,3,B1,1,MANUEL DE FALLA,,,01,,588,20150709,20070424,,20070101,T,534-4,4_281,,,40.55047998089715,-3.6468794495056858,4,93.0,Manuel de Falla,59,224,MANUEL DE FALLA Linea 10, ,054,,0060101034,I,,T00625,U,N,Calle,445338,4489267,006-003
224,3,2,,,,278,1055,00601,278,247,006,0060101,28108,28,A0299,3,B1,1,LA GRANJA,,,01,,593,20150709,20070424,,20070101,T,534-4,4_278,,,40.52759962236235,-3.658592087138037,4,93.0,Sepúlveda,1,225,LA GRANJA Linea 10,de,060,,0060101031,I,,T006468,U,N,Calle,444327,4486734,006-008
225,3,2,,,,284,1061,13405,284,233,134,1340501,28702,28,10111,3,B1,1,HOSPITAL INFANTA SOFIA,,,01,,621,20150709,20070424,,20070101,T,534-4,4_284,,,40.559769448196086,-3.6114547338421925,4,92.0,Europa,11,226,HOSPITAL DEL NORTE Linea 10, ,033,,1340501011,I,,T134276,U,N,Paseo,448344,4490276,134-004
226,3,2,051,,,119,0617,07901,119,312,079,0790101,28002,28,03070,1,A,1,REPUBLICA ARGENTINA,,,05,,96,20150709,19990405,,19930701,N,559-2,4_119,,,40.44379456449,-3.6840618670570504,4,93.0,Joaquín Costa,24,227,0617,de,008,,0790101371,I,,T0795857,U,N,Calle,442098,4477448,079-05-096
227,3,2,062,,,120,0801,07901,155,71,079,0790101,28046,28,01213,1,A,6,NUEVOS MINISTERIOS,,,06,,120,20150709,20021120,,20020101,T,559-1,4_155,,,40.446552669988414,-3.692405592344977,4,90.0,Castellana,65,228,0618,de la,029,1,0790101267,I,,T0795322,U,N,Paseo,441392,4477760,079-06-120
228,3,2,056,,,261,0151,07901,261,25,079,0790101,28036,28,00073,1,A,1,CHAMARTIN,,,05,,86,20150709,20070328,,20070101,T,559-2,4_261,,,40.47202685297345,-3.682590109403099,4,90.0,Agustín de Foxá,40,229,"Complejo Ferroviario

CHAMARTIN Linea 1",de,094,1,0790101150,I,,T0791996,U,N,Calle,442247,4480581,079-05-086
229,3,2,191,,,180,0920,07901,180,26,079,0790101,28032,28,08410,2,A,3,VICALVARO,,,19,,526,20150709,19990405,,19930701,T,559-4,4_180,,,40.404215916403444,-3.6088588260062022,4,93.0,San Cipriano,11,230,0920,de,003,4,0790101889,I,,T07910681,U,N,Calle,448445,4473008,079-19-526
230,3,2,,,,288,0755,04901,288,87,049,0490101,28821,28,A0080,3,B1,2,COSLADA CENTRAL,,,01,,898,20150709,20070507,,20070101,T,559-2,4_288,,,40.42373620597773,-3.5611923494996556,4,92.0,Doctor Fleming,41,231,"COSLADA CENTRAL Linea 7

Con Trva de León Felipe",del,013,8,0490101010,I,,T049291,U,N,Calle,452504,4475148,049-005
231,3,2,155,,,138,0707,07901,138,154,079,0790101,28027,28,09814,2,A,1,BARRIO DE LA CONCEPCION,,,15,,408,20150709,19990405,,19930701,N,559-2,4_138,,,40.439099399993054,-3.6520040012947503,4,93.0,Martínez Villergas,1,232,0707,de,136,,0790101407,I,,T0796553,U,N,Calle,444813,4476906,079-15-408
232,3,2,012,,,14,0114,07901,14,138,079,0790101,28012,28,00645,1,A,5,ANTON MARTIN,,,01,,20,20150709,19990405,,19930701,N,559-3,4_14,,,40.41246356569,-3.6993729633448895,4,93.0,Atocha,50,233,0114,de,027,,0790101A10,I,,T0799542,U,N,Calle,440772,4473981,079-01-020
233,3,2,074,,,143,0712,07901,143,131,079,0790101,28010,28,02527,1,A,6,ALONSO CANO,,,07,,134,20150709,19990405,,19930701,T,559-1,4_143,,,40.43837537611044,-3.6992456432372576,4,93.0,José Abascal,18,234,0712,de,090,,0790101293,I,,T0796622,U,N,Calle,440805,4476857,079-07-134
234,3,2,093,,,147,0716,07901,147,215,079,0790101,28039,28,11041,1,A,6,FRANCOS RODRIGUEZ,,,09,,217,20150709,19990430,,19930701,T,559-1,4_147,,,40.45648182077827,-3.712386672198295,4,93.0,Pablo Iglesias,87,235,0716,de,039,,0790101256,I,,T0794428,U,N,Avda,439707,4478875,079-09-217
235,3,2,094,,,149,0718,07901,149,139,079,0790101,28039,28,08974,2,A,6,ANTONIO MACHADO,,,09,,208,20150709,19990430,,19930701,T,559-1,4_149,,,40.47021772039073,-3.7176948552412226,4,93.0,Valderrodrigo,55,236,0718,de,052,,0790101100,I,,T0792691,U,N,Calle,439269,4480404,079-09-208
236,3,2,,,,186,0928,01401,186,141,014,0140101,28500,28,A0135,3,B3,3,ARGANDA DEL REY,,,01,,889,20150709,19990702,,19990407,T,583-1,4_186,,,40.303669277437,-3.447518960780649,4,93.0,Estación,37,237,0928,de la,001,,0140101016,S,,T014354,U,N,Paseo,462079,4461766,014-004
237,3,2,085,,,162,0902,07901,162,156,079,0790101,28029,28,09113,2,A,7,BARRIO DEL PILAR,,,08,,198,20150709,19990405,,19930701,N,559-1,4_162,,,40.47688906880558,-3.703164503841757,4,93.0,Ginzo de Limia,22,238,0902,de,090,,0790101095,I,,T0791839,U,N,Calle,440507,4481134,079-08-198
238,3,2,106,B,,203,1019,07901,203,84,079,0790101,28024,28,04078,2,A,5,CUATRO VIENTOS,,,10,,233,20150709,20030120,,20030101,T,559-3,4_203,,,40.37770688876972,-3.7915151998735666,4,92.0,Militar de Cuatro Vientos,6,239,1019, ,216,3,0790101522,I,,T07913886,U,N,Col,432919,4470188,079-10-233
239,3,2,053,,,168,0908,07901,168,175,079,0790101,28002,28,02511,1,A,1,CONCHA ESPINA,,,05,,97,20150709,19990405,,19930701,N,559-2,4_168,,,40.451448432622364,-3.677380122875907,4,93.0,Príncipe de Vergara,210,240,0908,del,049,,0790101369,I,,T0795041,U,N,Calle,442671,4478293,079-05-097
